SensorName,Value
Sensor_75758,43.26
Sensor_83834,81.91
Sensor_23005,66.57
Sensor_15403,54.91
Sensor_52722,25.36
Sensor_02516,68.03
Sensor_50161,67.44
Sensor_64970,63.37
Sensor_33071,16.56
Sensor_35635,20.55
Sensor_30416,81.77
Sensor_16277,25.05
Sensor_09686,23.46
Sensor_23640,66.29
Sensor_00341,29.51
Sensor_33211,58.46
Sensor_20195,73.5
Sensor_08952,36.29
Sensor_61950,87.97
Sensor_89296,69.32
Sensor_11673,52.99
Sensor_29910,27.89
Sensor_03652,11.22
Sensor_27785,48.78
Sensor_73145,65.77
Sensor_07376,85.59
Sensor_17335,63.1
Sensor_76851,43.54
Sensor_17632,11.37
Sensor_59083,55.19
Sensor_29686,24.1
Sensor_79522,46.21
Sensor_75342,63.56
Sensor_55774,45.97
Sensor_69851,78.3
Sensor_64570,31.73
Sensor_51638,84.39
Sensor_03982,38.25
Sensor_22876,75.6
Sensor_43262,13.39
Sensor_71688,89.43
Sensor_74099,66.81
Sensor_29838,87.17
Sensor_09204,42.01
Sensor_82774,64.86
Sensor_71382,35.42
Sensor_10838,44.71
Sensor_30994,16.11
Sensor_31975,27.6
Sensor_21728,19.26
Sensor_13951,27.93
Sensor_09802,86.73
Sensor_40352,87.58
Sensor_03377,30.87
Sensor_18375,33.12
Sensor_13195,38.58
Sensor_36516,13.19
Sensor_54177,32.46
Sensor_61872,61.92
Sensor_48150,36.18
Sensor_63670,65.69
Sensor_15548,79.06
Sensor_89429,26.41
Sensor_52685,78.69
Sensor_62985,77.41
Sensor_23544,42.51
Sensor_10834,25.54
Sensor_49786,75.23
Sensor_65711,72.24
Sensor_03573,68.78
Sensor_79866,85.52
Sensor_65004,86.33
Sensor_03268,76.25
Sensor_03499,80.29
Sensor_34526,89.25
Sensor_68024,37.87
Sensor_03522,32.56
Sensor_30885,79.86
Sensor_65145,78.03
Sensor_01462,43.21
Sensor_79084,67.0
Sensor_11837,36.46
Sensor_81377,82.68
Sensor_04363,44.97
Sensor_25853,18.66
Sensor_15187,32.06
Sensor_30803,76.98
Sensor_04166,26.58
Sensor_66534,49.35
Sensor_27302,46.95
Sensor_05008,60.91
Sensor_66723,71.74
Sensor_62991,48.59
Sensor_30835,55.16
Sensor_52649,22.46
Sensor_57583,81.78
Sensor_30106,53.89
Sensor_15575,82.99
Sensor_09067,54.59
Sensor_51171,73.83
Sensor_11554,46.99
Sensor_72470,53.4
Sensor_83472,60.59
Sensor_80211,71.46
Sensor_28116,87.69
Sensor_06981,68.11
Sensor_31330,36.42
Sensor_40451,82.62
Sensor_16239,65.49
Sensor_42978,76.06
Sensor_18180,53.91
Sensor_01695,55.63
Sensor_60009,30.5
Sensor_80869,71.07
Sensor_32839,32.46
Sensor_79369,20.34
Sensor_04969,15.79
Sensor_52929,48.35
Sensor_54780,85.41
Sensor_75867,13.8
Sensor_19221,50.52
Sensor_60042,41.36
Sensor_68672,63.47
Sensor_50537,78.22
Sensor_70944,50.43
Sensor_73432,69.81
Sensor_24408,26.11
Sensor_38047,21.03
Sensor_24738,36.79
Sensor_80605,63.21
Sensor_44475,41.6
Sensor_08866,36.77
Sensor_02546,44.82
Sensor_05181,65.89
Sensor_31785,21.4
Sensor_83549,41.19
Sensor_00483,84.83
Sensor_52313,53.11
Sensor_45845,16.3
Sensor_29158,27.97
Sensor_73410,45.46
Sensor_88672,36.7
Sensor_39196,50.58
Sensor_76580,63.82
Sensor_63555,85.31
Sensor_69934,18.97
Sensor_28501,50.12
Sensor_17972,31.06
Sensor_04748,56.71
Sensor_39281,66.2
Sensor_47617,62.0
Sensor_31977,10.96
Sensor_86891,41.1
Sensor_79902,12.61
Sensor_84043,70.16
Sensor_31517,66.45
Sensor_35689,46.73
Sensor_57770,16.44
Sensor_50738,26.69
Sensor_47050,12.89
Sensor_77275,12.76
Sensor_39288,30.12
Sensor_83849,45.37
Sensor_78260,52.36
Sensor_68647,19.81
Sensor_81007,26.89
Sensor_37407,28.58
Sensor_22714,34.5
Sensor_08103,14.05
Sensor_18991,52.57
Sensor_80522,50.82
Sensor_13343,78.36
Sensor_47025,26.15
Sensor_44764,14.74
Sensor_89727,10.36
Sensor_24617,17.34
Sensor_68878,22.48
Sensor_22426,67.62
Sensor_05328,46.08
Sensor_28045,11.79
Sensor_77583,72.81
Sensor_32431,55.69
Sensor_79647,13.06
Sensor_08189,87.27
Sensor_55426,54.75
Sensor_27445,70.22
Sensor_34132,45.19
Sensor_71059,22.03
Sensor_01781,13.73
Sensor_61764,50.22
Sensor_00098,33.06
Sensor_87609,14.05
Sensor_50326,17.42
Sensor_42117,26.37
Sensor_61047,18.78
Sensor_62440,28.5
Sensor_40651,54.36
Sensor_19239,65.19
Sensor_57699,44.55
Sensor_47891,39.72
Sensor_49025,36.1
Sensor_50347,72.46
Sensor_20386,21.43
Sensor_41307,38.72
Sensor_18710,11.41
Sensor_36992,41.1
Sensor_42795,39.84
Sensor_37819,14.84
Sensor_66128,49.4
Sensor_84740,37.73
Sensor_73706,13.93
Sensor_76061,60.13
Sensor_50346,81.23
Sensor_72727,84.53
Sensor_54347,70.69
Sensor_09127,87.76
Sensor_72886,69.04
Sensor_86355,19.74
Sensor_30705,54.67
Sensor_07659,79.44
Sensor_76067,23.77
Sensor_02246,19.49
Sensor_86805,61.91
Sensor_28518,77.87
Sensor_32606,72.34
Sensor_20318,17.06
Sensor_60353,32.67
Sensor_86391,70.03
Sensor_80053,88.21
Sensor_09499,83.72
Sensor_46840,54.79
Sensor_05832,19.98
Sensor_61369,24.69
Sensor_25660,21.82
Sensor_38498,36.47
Sensor_53795,21.01
Sensor_60935,80.79
Sensor_68971,85.17
Sensor_06635,78.01
Sensor_40205,78.47
Sensor_61003,14.33
Sensor_09037,61.28
Sensor_50170,16.5
Sensor_12469,70.51
Sensor_45204,23.7
Sensor_01415,81.48
Sensor_11163,67.22
Sensor_36372,35.7
Sensor_35051,70.17
Sensor_46894,77.62
Sensor_77315,50.44
Sensor_89795,34.54
Sensor_31637,42.62
Sensor_64054,76.25
Sensor_85666,34.03
Sensor_39972,28.41
Sensor_39678,23.31
Sensor_86988,65.95
Sensor_36074,48.53
Sensor_64388,65.77
Sensor_27634,21.98
Sensor_17733,79.12
Sensor_42957,59.29
Sensor_15495,44.33
Sensor_29051,25.55
Sensor_56009,60.35
Sensor_53183,11.98
Sensor_11945,20.82
Sensor_52832,50.99
Sensor_10880,56.27
Sensor_69664,28.39
Sensor_42646,52.62
Sensor_71132,80.34
Sensor_81180,62.84
Sensor_87445,54.0
Sensor_73044,71.45
Sensor_21221,22.35
Sensor_67158,47.88
Sensor_68291,38.93
Sensor_04226,87.52
Sensor_09504,31.37
Sensor_71110,73.28
Sensor_51608,20.3
Sensor_17854,47.25
Sensor_14685,75.21
Sensor_60291,36.9
Sensor_31239,15.44
Sensor_45088,49.69
Sensor_74330,79.53
Sensor_29854,43.38
Sensor_31119,60.67
Sensor_73380,55.35
Sensor_84906,10.56
Sensor_30252,43.07
Sensor_86253,29.28
Sensor_89773,89.71
Sensor_85917,18.64
Sensor_45304,84.76
Sensor_10536,19.19
Sensor_27298,85.25
Sensor_87548,19.07
Sensor_30724,81.69
Sensor_08479,47.32
Sensor_69821,82.14
Sensor_56501,47.6
Sensor_72141,40.47
Sensor_28114,47.25
Sensor_47412,26.15
Sensor_03725,87.65
Sensor_68692,49.33
Sensor_16987,42.39
Sensor_37215,83.87
Sensor_43604,23.09
Sensor_64057,28.01
Sensor_57373,89.26
Sensor_87656,89.87
Sensor_02518,74.09
Sensor_21906,15.98
Sensor_56637,29.74
Sensor_45804,64.79
Sensor_20649,17.26
Sensor_39777,39.78
Sensor_37750,26.12
Sensor_61590,27.52
Sensor_11303,34.35
Sensor_83942,67.11
Sensor_60158,12.6
Sensor_71119,60.05
Sensor_80931,70.92
Sensor_41104,17.61
Sensor_69888,67.32
Sensor_20630,85.53
Sensor_25967,17.3
Sensor_62730,45.93
Sensor_56848,86.34
Sensor_27860,85.25
Sensor_36341,43.14
Sensor_28368,35.71
Sensor_76917,78.16
Sensor_49356,32.93
Sensor_80260,16.53
Sensor_34446,76.91
Sensor_61378,38.56
Sensor_13750,41.18
Sensor_69074,70.7
Sensor_78130,14.03
Sensor_85591,83.82
Sensor_51110,34.47
Sensor_11858,50.19
Sensor_26400,60.32
Sensor_28841,12.09
Sensor_85632,58.2
Sensor_07715,71.49
Sensor_01993,62.16
Sensor_09374,38.15
Sensor_42104,88.64
Sensor_59449,86.05
Sensor_70231,15.25
Sensor_41609,41.49
Sensor_43066,55.16
Sensor_88697,43.03
Sensor_39450,24.05
Sensor_65255,37.85
Sensor_19397,31.57
Sensor_82718,38.26
Sensor_79836,79.08
Sensor_82870,48.29
Sensor_63833,71.58
Sensor_84533,80.51
Sensor_47614,19.21
Sensor_16676,49.85
Sensor_41780,70.48
Sensor_38853,71.89
Sensor_78948,22.53
Sensor_54267,60.44
Sensor_63450,32.47
Sensor_88434,50.23
Sensor_86545,59.93
Sensor_13675,32.27
Sensor_25151,70.27
Sensor_33012,44.07
Sensor_04724,40.43
Sensor_63418,43.25
Sensor_14859,69.49
Sensor_60572,56.36
Sensor_48826,29.55
Sensor_87378,43.32
Sensor_37542,24.22
Sensor_67397,10.25
Sensor_26901,50.71
Sensor_48068,19.57
Sensor_85311,10.98
Sensor_10478,88.01
Sensor_31314,78.7
Sensor_67594,24.09
Sensor_87458,60.49
Sensor_71873,85.25
Sensor_08027,78.46
Sensor_73841,39.71
Sensor_58221,29.88
Sensor_72545,27.85
Sensor_30605,13.72
Sensor_66768,45.61
Sensor_86391,59.22
Sensor_18621,57.06
Sensor_89000,17.69
Sensor_81392,27.86
Sensor_55961,47.84
Sensor_04521,35.46
Sensor_16530,64.12
Sensor_28947,58.82
Sensor_11810,29.83
Sensor_83509,19.79
Sensor_77194,16.15
Sensor_64681,47.05
Sensor_68269,55.56
Sensor_64748,37.43
Sensor_47633,31.7
Sensor_71444,87.41
Sensor_66219,81.17
Sensor_70868,79.34
Sensor_16141,63.71
Sensor_09495,82.86
Sensor_32742,76.08
Sensor_03298,21.85
Sensor_41969,22.28
Sensor_27687,34.8
Sensor_84185,75.69
Sensor_70986,50.44
Sensor_82637,23.82
Sensor_36425,77.2
Sensor_47236,74.38
Sensor_64316,54.11
Sensor_84152,28.67
Sensor_79110,19.09
Sensor_17984,36.22
Sensor_00480,51.03
Sensor_26073,58.66
Sensor_16931,88.39
Sensor_30552,53.02
Sensor_77792,32.4
Sensor_28297,62.06
Sensor_51889,89.2
Sensor_70158,59.6
Sensor_79988,78.91
Sensor_82326,61.34
Sensor_74714,69.08
Sensor_52094,14.8
Sensor_51361,89.7
Sensor_12904,77.74
Sensor_87457,15.12
Sensor_03619,81.23
Sensor_16564,13.51
Sensor_17348,89.96
Sensor_05329,50.72
Sensor_14683,79.6
Sensor_60316,13.75
Sensor_65762,43.07
Sensor_85474,35.12
Sensor_58219,46.46
Sensor_25691,58.04
Sensor_04160,88.28
Sensor_19292,11.35
Sensor_35893,83.82
Sensor_20202,41.23
Sensor_70316,37.32
Sensor_18303,44.67
Sensor_23629,12.56
Sensor_05785,60.41
Sensor_62402,76.64
Sensor_34705,34.95
Sensor_63148,36.43
Sensor_23562,12.25
Sensor_04702,35.88
Sensor_55554,64.03
Sensor_65865,71.94
Sensor_71266,83.96
Sensor_44626,78.59
Sensor_61578,44.71
Sensor_01401,38.17
Sensor_56456,58.14
Sensor_40413,20.27
Sensor_84924,62.8
Sensor_76331,42.41
Sensor_39461,14.71
Sensor_52019,11.28
Sensor_52810,51.54
Sensor_56186,27.99
Sensor_04565,34.2
Sensor_67528,16.01
Sensor_64745,75.06
Sensor_02226,44.4
Sensor_42858,76.15
Sensor_82047,73.89
Sensor_09986,59.81
Sensor_25309,83.25
Sensor_63830,20.81
Sensor_80290,21.33
Sensor_77317,45.36
Sensor_02887,24.94
Sensor_27202,28.29
Sensor_40383,52.46
Sensor_33757,43.0
Sensor_42208,88.41
Sensor_03196,64.11
Sensor_36768,64.71
Sensor_44155,72.75
Sensor_39918,19.94
Sensor_23409,52.12
Sensor_32108,40.03
Sensor_51908,80.78
Sensor_57149,48.76
Sensor_72741,64.82
Sensor_39004,54.93
Sensor_74582,59.66
Sensor_10160,57.15
Sensor_60321,25.64
Sensor_19474,77.18
Sensor_57651,61.4
Sensor_20955,71.78
Sensor_39100,78.4
Sensor_43682,60.83
Sensor_51947,42.56
Sensor_47994,19.49
Sensor_10325,19.2
Sensor_38779,79.96
Sensor_75073,66.97
Sensor_80116,18.53
Sensor_53842,35.68
Sensor_58554,43.36
Sensor_41569,50.8
Sensor_64787,16.01
Sensor_77082,89.4
Sensor_84223,20.72
Sensor_03828,51.61
Sensor_24772,18.34
Sensor_07804,69.95
Sensor_21219,48.26
Sensor_00593,38.5
Sensor_30227,56.93
Sensor_25273,29.59
Sensor_03148,67.28
Sensor_25796,28.31
Sensor_42322,64.13
Sensor_21195,12.18
Sensor_54012,80.97
Sensor_41114,74.92
Sensor_86011,41.58
Sensor_26132,24.9
Sensor_75999,73.16
Sensor_07649,42.9
Sensor_50347,15.41
Sensor_26793,83.42
Sensor_68703,29.37
Sensor_68770,14.69
Sensor_23850,19.96
Sensor_25065,32.37
Sensor_71736,41.51
Sensor_80215,38.16
Sensor_31253,80.11
Sensor_60499,26.96
Sensor_72875,37.6
Sensor_73451,84.7
Sensor_10308,59.64
Sensor_26200,73.89
Sensor_84897,10.12
Sensor_84829,30.5
Sensor_84629,68.99
Sensor_02632,81.77
Sensor_83471,12.43
Sensor_19382,38.61
Sensor_27709,58.06
Sensor_72286,47.69
Sensor_73750,63.12
Sensor_40759,34.13
Sensor_27724,16.81
Sensor_34743,66.12
Sensor_00135,54.13
Sensor_47377,18.01
Sensor_57320,72.67
Sensor_32123,19.85
Sensor_10906,82.82
Sensor_45630,30.89
Sensor_12537,26.66
Sensor_66802,41.66
Sensor_00404,62.93
Sensor_81726,44.48
Sensor_79734,14.72
Sensor_20893,62.16
Sensor_72755,20.03
Sensor_85751,45.9
Sensor_37133,18.99
Sensor_21463,19.0
Sensor_12960,82.85
Sensor_74499,27.52
Sensor_80099,63.69
Sensor_02455,19.86
Sensor_56098,32.98
Sensor_65332,37.39
Sensor_17297,40.98
Sensor_61788,42.6
Sensor_13868,10.15
Sensor_59050,47.83
Sensor_14294,10.8
Sensor_87408,54.31
Sensor_37896,64.9
Sensor_25496,36.91
Sensor_80002,68.74
Sensor_26719,32.55
Sensor_37074,25.54
Sensor_21533,31.74
Sensor_36073,33.88
Sensor_86966,42.61
Sensor_12382,68.39
Sensor_79585,88.4
Sensor_30521,38.69
Sensor_12936,32.39
Sensor_01869,85.88
Sensor_11315,59.92
Sensor_20253,61.45
Sensor_26547,59.94
Sensor_01219,79.0
Sensor_14013,52.32
Sensor_62167,35.05
Sensor_81113,31.22
Sensor_33028,87.3
Sensor_37755,15.18
Sensor_58792,42.72
Sensor_39464,70.78
Sensor_85840,58.04
Sensor_74280,53.13
Sensor_05477,66.36
Sensor_79713,83.55
Sensor_03040,43.28
Sensor_69017,47.17
Sensor_70502,30.87
Sensor_38069,13.35
Sensor_20292,14.49
Sensor_79386,37.11
Sensor_49262,78.32
Sensor_77277,25.31
Sensor_03554,38.19
Sensor_07598,82.71
Sensor_53444,69.76
Sensor_57608,11.97
Sensor_43402,55.47
Sensor_79307,75.56
Sensor_52429,26.56
Sensor_56070,12.57
Sensor_21769,45.45
Sensor_67146,38.37
Sensor_68786,72.95
Sensor_42653,18.5
Sensor_41629,36.64
Sensor_51101,80.14
Sensor_40778,10.35
Sensor_56806,89.93
Sensor_88208,68.43
Sensor_11815,77.89
Sensor_60193,53.64
Sensor_84624,52.3
Sensor_42917,44.02
Sensor_58116,82.51
Sensor_50919,53.4
Sensor_02489,53.28
Sensor_60275,72.1
Sensor_55115,50.55
Sensor_77746,77.47
Sensor_40650,40.52
Sensor_83319,46.06
Sensor_62951,53.63
Sensor_31226,18.31
Sensor_46450,18.77
Sensor_19928,46.0
Sensor_14210,31.34
Sensor_13058,78.81
Sensor_88944,26.14
Sensor_46146,28.95
Sensor_27374,80.57
Sensor_32058,56.52
Sensor_68919,48.96
Sensor_05693,57.71
Sensor_76055,75.5
Sensor_37250,75.41
Sensor_02283,33.92
Sensor_52406,52.34
Sensor_82566,38.72
Sensor_13378,64.45
Sensor_65403,37.58
Sensor_54679,76.96
Sensor_73127,59.21
Sensor_45628,39.56
Sensor_34925,64.51
Sensor_58175,56.57
Sensor_09404,11.0
Sensor_09731,47.98
Sensor_86903,58.74
Sensor_15402,64.13
Sensor_52859,40.5
Sensor_28104,22.1
Sensor_07290,16.51
Sensor_34001,39.65
Sensor_89619,13.89
Sensor_52855,78.45
Sensor_60902,57.07
Sensor_77298,88.37
Sensor_57856,60.96
Sensor_38479,59.66
Sensor_18946,86.42
Sensor_32228,24.91
Sensor_74316,15.21
Sensor_35980,89.21
Sensor_24423,26.16
Sensor_12607,52.01
Sensor_04092,52.3
Sensor_64491,34.57
Sensor_13570,32.96
Sensor_60286,25.58
Sensor_19655,25.21
Sensor_05768,12.44
Sensor_19458,24.33
Sensor_42102,10.3
Sensor_73560,76.54
Sensor_01995,22.57
Sensor_87997,10.91
Sensor_88382,79.56
Sensor_24001,78.26
Sensor_39722,32.45
Sensor_21937,24.95
Sensor_28889,26.51
Sensor_39900,69.05
Sensor_61138,12.22
Sensor_15379,83.81
Sensor_60313,83.6
Sensor_00705,81.21
Sensor_53314,12.74
Sensor_54682,25.24
Sensor_11030,45.55
Sensor_26603,43.33
Sensor_67331,86.06
Sensor_87660,62.77
Sensor_80765,27.9
Sensor_23646,28.37
Sensor_57216,58.16
Sensor_09045,20.5
Sensor_12067,83.94
Sensor_78946,36.78
Sensor_17193,51.67
Sensor_56495,44.0
Sensor_03548,14.42
Sensor_03560,45.15
Sensor_12472,63.49
Sensor_65187,68.28
Sensor_50630,14.18
Sensor_75884,32.52
Sensor_04448,75.34
Sensor_05431,10.45
Sensor_30630,12.37
Sensor_50125,28.48
Sensor_53356,47.53
Sensor_74544,67.63
Sensor_65074,14.11
Sensor_25561,26.2
Sensor_84054,66.98
Sensor_64199,82.73
Sensor_86999,58.2
Sensor_61091,15.88
Sensor_85569,71.93
Sensor_17399,39.6
Sensor_36597,66.24
Sensor_76663,50.03
Sensor_86884,64.55
Sensor_76728,74.02
Sensor_87115,57.04
Sensor_89379,80.61
Sensor_53674,50.31
Sensor_75828,11.4
Sensor_27980,43.49
Sensor_66498,82.07
Sensor_04051,80.71
Sensor_08049,50.6
Sensor_00233,13.71
Sensor_32482,89.46
Sensor_84975,50.81
Sensor_70599,35.89
Sensor_68438,68.21
Sensor_44748,78.43
Sensor_03832,51.52
Sensor_74256,50.06
Sensor_15905,44.97
Sensor_39080,23.03
Sensor_24267,89.77
Sensor_62587,82.09
Sensor_13990,71.19
Sensor_22372,38.62
Sensor_73640,55.89
Sensor_08372,25.11
Sensor_79937,24.28
Sensor_28983,56.22
Sensor_39715,12.79
Sensor_13544,84.03
Sensor_33056,39.61
Sensor_39960,80.63
Sensor_18356,55.83
Sensor_65660,54.62
Sensor_82977,66.72
Sensor_10238,54.91
Sensor_55284,50.97
Sensor_31315,59.85
Sensor_00596,13.2
Sensor_45296,25.98
Sensor_44474,19.07
Sensor_09639,36.72
Sensor_54502,23.49
Sensor_11465,39.45
Sensor_52754,78.05
Sensor_24663,76.74
Sensor_88967,28.77
Sensor_01587,15.22
Sensor_08497,41.2
Sensor_14220,88.86
Sensor_05658,20.85
Sensor_84092,64.16
Sensor_49711,47.3
Sensor_12447,44.19
Sensor_34265,15.42
Sensor_12228,82.05
Sensor_55890,87.55
Sensor_18078,51.38
Sensor_69802,43.07
Sensor_76208,30.73
Sensor_78663,57.46
Sensor_38331,36.87
Sensor_06008,49.77
Sensor_16455,70.89
Sensor_07214,56.66
Sensor_78786,63.38
Sensor_83085,24.14
Sensor_74203,22.45
Sensor_63754,73.81
Sensor_21849,71.89
Sensor_54190,32.4
Sensor_30863,67.03
Sensor_23092,38.87
Sensor_23790,61.05
Sensor_70293,28.47
Sensor_20544,41.98
Sensor_16517,31.68
Sensor_27937,86.04
Sensor_65531,75.94
Sensor_35300,19.49
Sensor_67996,80.45
Sensor_34179,81.43
Sensor_43263,60.05
Sensor_25833,16.27
Sensor_37798,52.2
Sensor_26622,77.89
Sensor_62048,86.15
Sensor_87632,54.37
Sensor_47281,48.7
Sensor_43058,88.59
Sensor_31491,77.19
Sensor_55444,81.97
Sensor_11844,20.21
Sensor_72338,35.59
Sensor_64065,86.94
Sensor_87475,88.05
Sensor_55060,14.43
Sensor_54195,14.74
Sensor_43127,75.27
Sensor_84457,10.8
Sensor_18310,57.23
Sensor_85146,14.79
Sensor_62971,41.96
Sensor_04890,17.3
Sensor_28327,43.57
Sensor_85580,39.08
Sensor_05234,87.0
Sensor_72347,73.09
Sensor_29874,55.41
Sensor_61215,66.68
Sensor_82956,80.2
Sensor_35010,79.18
Sensor_31494,30.97
Sensor_40199,29.6
Sensor_32840,73.34
Sensor_84605,29.82
Sensor_12050,16.15
Sensor_69184,68.55
Sensor_02525,48.3
Sensor_40660,66.44
Sensor_51123,21.06
Sensor_30386,60.01
Sensor_11514,37.6
Sensor_81359,24.48
Sensor_55839,15.56
Sensor_56128,74.81
Sensor_18299,78.85
Sensor_85564,17.6
Sensor_41349,60.03
Sensor_19014,12.92
Sensor_25892,45.98
Sensor_56363,17.96
Sensor_33980,65.22
Sensor_65769,42.11
Sensor_16795,54.25
Sensor_69536,32.71
Sensor_49589,59.29
Sensor_49482,87.74
Sensor_74819,20.13
Sensor_57380,39.83
Sensor_52631,53.78
Sensor_71607,30.18
Sensor_79212,32.26
Sensor_54703,60.05
Sensor_24839,29.21
Sensor_40778,47.09
Sensor_88403,11.33
Sensor_18879,77.22
Sensor_79260,67.14
Sensor_01681,48.92
Sensor_44278,30.79
Sensor_36605,24.59
Sensor_03974,26.52
Sensor_85397,75.3
Sensor_71719,78.98
Sensor_31030,26.39
Sensor_52832,14.96
Sensor_29461,22.1
Sensor_22508,11.63
Sensor_72441,67.54
Sensor_14365,36.99
Sensor_37582,50.55
Sensor_01490,76.93
Sensor_31877,66.65
Sensor_00547,76.3
Sensor_25267,79.47
Sensor_80113,18.92
Sensor_45162,49.31
Sensor_57451,33.34
Sensor_59917,71.72
Sensor_26543,20.01
Sensor_71634,12.22
Sensor_55540,57.22
Sensor_08117,24.13
Sensor_42439,68.54
Sensor_74728,73.91
Sensor_33628,74.98
Sensor_79398,74.21
Sensor_51485,78.47
Sensor_60564,46.54
Sensor_13812,57.14
Sensor_36114,58.06
Sensor_66849,34.22
Sensor_76843,22.84
Sensor_55161,31.56
Sensor_33743,31.48
Sensor_14640,30.69
Sensor_80544,42.13
Sensor_42157,38.82
Sensor_34595,56.55
Sensor_89378,49.64
Sensor_42952,25.63
Sensor_18879,49.47
Sensor_24272,40.45
Sensor_46429,56.27
Sensor_40637,59.24
Sensor_81733,56.17
Sensor_09870,17.94
Sensor_17549,67.62
Sensor_70859,81.87
Sensor_02714,41.68
Sensor_61980,79.27
Sensor_37347,39.92
Sensor_85481,38.88
Sensor_71153,81.79
Sensor_23344,40.27
Sensor_24449,42.14
Sensor_83474,66.21
Sensor_48311,67.74
Sensor_80253,31.42
Sensor_19417,56.8
Sensor_59441,77.23
Sensor_39717,20.76
Sensor_80781,86.63
Sensor_40632,47.31
Sensor_13339,54.1
Sensor_61490,76.71
Sensor_21656,68.36
Sensor_59962,15.41
Sensor_64208,28.38
Sensor_88617,75.35
Sensor_30125,15.4
Sensor_87169,39.41
Sensor_00550,76.4
Sensor_18330,86.8
Sensor_14706,59.96
Sensor_88700,53.88
Sensor_21681,74.54
Sensor_65319,74.69
Sensor_69407,15.18
Sensor_14765,87.35
Sensor_13044,48.97
Sensor_48459,61.58
Sensor_77930,51.1
Sensor_44082,31.76
Sensor_84937,59.72
Sensor_53250,11.32
Sensor_35209,59.97
Sensor_64124,52.85
Sensor_60733,50.99
Sensor_28191,76.12
Sensor_40375,88.59
Sensor_51358,60.08
Sensor_23609,31.56
Sensor_29349,44.26
Sensor_32966,12.83
Sensor_04188,58.87
Sensor_60686,13.12
Sensor_80068,14.42
Sensor_19145,81.36
Sensor_83384,40.53
Sensor_05523,74.24
Sensor_66969,80.32
Sensor_62882,32.02
Sensor_78913,25.52
Sensor_32489,55.71
Sensor_17568,57.59
Sensor_79232,45.75
Sensor_68843,42.33
Sensor_40056,21.38
Sensor_00611,24.64
Sensor_11091,73.0
Sensor_56331,14.19
Sensor_51938,67.39
Sensor_32030,13.11
Sensor_46780,16.55
Sensor_05693,78.78
Sensor_53523,17.53
Sensor_39340,26.98
Sensor_61840,73.42
Sensor_47355,30.35
Sensor_87429,83.03
Sensor_08550,81.17
Sensor_10578,37.7
Sensor_48826,19.22
Sensor_36810,60.46
Sensor_59244,20.9
Sensor_59361,38.62
Sensor_72002,48.73
Sensor_54045,20.92
Sensor_50020,67.88
Sensor_71438,22.31
Sensor_60900,40.78
Sensor_11861,77.73
Sensor_19819,84.05
Sensor_68333,74.4
Sensor_20485,86.88
Sensor_35886,31.28
Sensor_26206,31.35
Sensor_88482,82.51
Sensor_68618,68.95
Sensor_40646,44.05
Sensor_77300,14.35
Sensor_64601,74.65
Sensor_28961,70.01
Sensor_43140,43.81
Sensor_60984,44.79
Sensor_54672,78.57
Sensor_29094,20.68
Sensor_44069,88.8
Sensor_35320,44.37
Sensor_72290,28.32
Sensor_01364,59.84
Sensor_32527,71.17
Sensor_47392,61.96
Sensor_05109,83.65
Sensor_85098,23.35
Sensor_49816,72.75
Sensor_13248,62.47
Sensor_48038,86.35
Sensor_64254,58.14
Sensor_20015,82.24
Sensor_75363,68.48
Sensor_22958,19.05
Sensor_18770,70.7
Sensor_59650,63.04
Sensor_60069,86.16
Sensor_64021,27.12
Sensor_40835,83.1
Sensor_72307,52.09
Sensor_07290,81.58
Sensor_51823,59.39
Sensor_72308,33.34
Sensor_18303,72.41
Sensor_37613,35.82
Sensor_14626,10.44
Sensor_22202,15.82
Sensor_16568,83.95
Sensor_13373,62.58
Sensor_88086,46.88
Sensor_24821,41.9
Sensor_33251,85.17
Sensor_84141,43.04
Sensor_22775,18.51
Sensor_65620,61.05
Sensor_33544,15.63
Sensor_62509,11.01
Sensor_83356,16.58
Sensor_76258,84.67
Sensor_37516,11.74
Sensor_40432,32.1
Sensor_17354,63.19
Sensor_52705,54.11
Sensor_24455,47.89
Sensor_27471,13.93
Sensor_32363,89.26
Sensor_55072,72.6
Sensor_02449,81.63
Sensor_81542,79.71
Sensor_54127,62.77
Sensor_46901,12.0
Sensor_05545,48.53
Sensor_31761,64.58
Sensor_15869,16.46
Sensor_72377,73.64
Sensor_67535,12.94
Sensor_04641,67.74
Sensor_39557,38.01
Sensor_75192,51.77
Sensor_36951,71.74
Sensor_25247,67.11
Sensor_75861,15.64
Sensor_20752,61.93
Sensor_09725,72.5
Sensor_89892,23.4
Sensor_07249,79.88
Sensor_32804,37.77
Sensor_49970,40.34
Sensor_07713,54.5
Sensor_81404,28.93
Sensor_36453,68.63
Sensor_65183,27.02
Sensor_24907,60.92
Sensor_35796,75.92
Sensor_01309,32.96
Sensor_25917,35.98
Sensor_50757,29.81
Sensor_52916,54.66
Sensor_15719,70.85
Sensor_72338,34.42
Sensor_25690,74.56
Sensor_72658,70.43
Sensor_09352,36.47
Sensor_50805,56.44
Sensor_73761,38.57
Sensor_56454,32.69
Sensor_17921,89.91
Sensor_58214,79.07
Sensor_55429,75.83
Sensor_26093,74.1
Sensor_00744,37.71
Sensor_71769,43.02
Sensor_81210,71.59
Sensor_53360,80.17
Sensor_48010,82.79
